i_b04-004-06-04.png,govern
i_a01-020x-03-05.png,attending
i_b02-102-05-09.png,Dr
i_a06-128-06-02.png,raises
i_c04-066-00-02.png,you
i_a06-008-04-09.png,a
i_d04-012-01-08.png,Hebrew
i_a05-044-03-00.png,afterwards
i_a02-032-01-05.png,The
i_c04-110-01-03.png,Bella
i_a04-043-01-06.png,.
i_e01-055-07-01.png,with
i_e02-086-09-02.png,.
i_a04-010-02-04.png,afternoon
i_a01-011-05-03.png,","
i_c03-084d-08-01.png,.
i_a06-090-01-03.png,we
i_c06-031-03-00.png,Shepard
i_a01-082u-04-05.png,behind
i_c03-094d-02-01.png,wife
i_d06-104-01-02.png,so
i_a03-054-02-01.png,lessly
i_b04-147-06-08.png,good
i_c06-005-02-00.png,full
i_c03-007c-07-04.png,an
i_d04-125-00-11.png,""""
i_c03-096e-07-00.png,queer
i_e06-033-00-08.png,.
i_a02-116-02-06.png,inciting
i_b06-023-07-05.png,","
i_a03-066-06-00.png,rise
i_d05-040-05-01.png,which
i_a06-152-01-03.png,intention
i_b04-128-01-07.png,and
i_c06-039-06-03.png,postage
i_e01-018-03-01.png,Point
i_a01-026x-00-06.png,Secretary
i_c06-076-03-00.png,playing
i_e06-049-00-01.png,us
i_b05-088-02-05.png,many
i_a03-073-06-06.png,space
i_a06-000-02-04.png,the
i_b06-097-06-02.png,Britain's
i_a06-057-04-08.png,now
i_c03-021a-05-02.png,protector
i_b03-092-03-11.png,has
i_c03-096b-02-06.png,driven
i_d07-085-01-00.png,we
i_a01-087u-05-06.png,One
i_a05-084-06-03.png,sub-normality
i_d04-111-10-01.png,the
i_a01-077-08-02.png,come
i_d04-066-07-04.png,more
i_e04-030-03-08.png,stout
i_e07-012-02-05.png,by
i_c03-000c-01-00.png,A
i_a06-008-02-08.png,to
i_e06-021-04-02.png,who
i_a04-039-04-06.png,Austrian
i_b03-098-03-05.png,","
i_c03-096d-08-02.png,tradition
i_b04-047-05-05.png,!
i_b01-057-06-03.png,.
i_b06-004-05-02.png,At
i_d07-089-08-01.png,practice
i_c03-081e-02-01.png,herself
i_c03-021e-06-05.png,need
i_e07-061-09-03.png,jars
i_d06-041-04-07.png,that
i_c03-003b-04-07.png,vividly
i_c03-081d-07-06.png,and
i_d04-047-05-09.png,the
i_a06-051-07-07.png,Macmillan
i_a06-008-01-03.png,an
i_c06-027-01-01.png,advantage
i_b05-032-09-00.png,hope
i_c03-000c-06-05.png,are
i_b05-074-05-06.png,""""
i_a01-132u-03-05.png,Mr.
i_b04-175-00-05.png,ever
i_a01-117-05-01.png,Mr.
i_d05-025-01-00.png,forty
i_a01-049-04-04.png,","
i_b01-038-03-01.png,","
i_a06-095-09-01.png,has
i_a05-080-01-02.png,during
i_c04-050-02-08.png,with
i_d04-125-00-07.png,our
i_a01-026-03-06.png,has
i_c03-084d-03-05.png,play
i_a05-069-04-07.png,to
i_b04-000-00-04.png,little
i_c03-096d-03-01.png,by
i_a05-044-03-03.png,United
i_d07-093-02-06.png,which
i_d06-020-09-02.png,we
i_c03-003d-04-01.png,to
i_a04-085-03-01.png,that
i_a02-086-07-03.png,it
i_b05-058-02-06.png,arguing
i_c03-094b-09-00.png,colour
i_d06-003-05-02.png,their
i_d06-082-00-04.png,to
i_b05-055-01-06.png,for
i_b06-023-07-11.png,.
i_a04-050-01-01.png,deny
i_a03-071-01-04.png,Government
i_b04-175-03-06.png,thrift
i_b04-195-06-05.png,skill
i_d01-049-05-05.png,part
i_a04-096-01-08.png,Great
i_e04-132-01-08.png,they
i_a01-049u-04-01.png,affiliations
i_b04-116-00-05.png,stepped
i_b01-018-05-00.png,a
i_a04-010-08-00.png,talks
i_c03-016d-08-06.png,first
i_c06-027-00-00.png,It
i_c04-056-02-01.png,jokes
i_a04-039-08-02.png,safeguard
i_b04-187-03-03.png,we
i_b06-032-05-05.png,familiar
i_a01-043x-02-02.png,of
i_b01-079-06-04.png,politicians
i_d07-093-03-02.png,the
i_a01-063u-02-02.png,will
i_a02-004-07-03.png,the
i_e04-114-04-01.png,to
i_b05-038-07-06.png,means
i_c06-076-05-09.png,This
i_e04-099-05-00.png,the
i_e01-059-00-06.png,of
i_e06-015-08-02.png,south
i_b04-096-04-02.png,at
i_b06-071-00-01.png,working
i_b01-136-06-09.png,","
i_e04-119-02-10.png,boat
i_a04-050-02-06.png,free
i_b04-187-00-08.png,","
i_c04-116-02-12.png,songs
i_d06-111-03-05.png,in
i_d04-111-10-02.png,sweet
i_a03-014-01-03.png,Oum
i_a05-017-00-04.png,recent
i_c03-016e-07-02.png,but
i_a01-058u-02-01.png,balance
i_b05-098-02-07.png,re-
i_a04-015-01-11.png,","
i_c06-106-07-06.png,chosen
i_b02-097-01-02.png,.
i_a01-132x-05-06.png,charges
i_b01-057-03-06.png,little
i_b04-187-06-02.png,Barry
i_a01-053u-07-04.png,Senator
i_c06-111-07-00.png,Relations
i_c03-096e-05-09.png,of
i_c06-043-07-04.png,the
i_b05-074-02-06.png,Belgium
i_b04-162-03-04.png,a
i_c02-078-02-00.png,above
i_e06-010-04-08.png,reach
i_b06-097-05-02.png,or
i_b04-134-05-13.png,by
i_b04-181-01-06.png,that
i_c02-049-09-05.png,for
i_c03-094a-01-05.png,Allen
i_e06-033-00-09.png,It
i_d06-091-03-02.png,school
i_b03-092-03-03.png,.
i_e04-043-06-05.png,a
i_b01-014-01-02.png,she
i_c04-075-05-09.png,his
i_b06-087-08-04.png,or
i_b01-018-07-05.png,for
i_a01-000x-00-02.png,to
i_a04-103-06-06.png,a
i_d01-080-03-04.png,to
i_a06-039-02-03.png,","
i_c03-087c-05-04.png,succeeded
i_c02-078-09-08.png,girl
i_c06-027-05-05.png,","
i_d07-089-02-02.png,support
i_a04-066-06-00.png,their
i_a06-000-03-04.png,""""
i_d07-082-03-03.png,makes
i_a03-006-04-00.png,or
i_a01-049u-03-02.png,""""
i_a05-053-10-04.png,of
i_b05-067-05-04.png,link
i_a06-036-05-08.png,housing
i_a06-064-05-06.png,other
i_d06-063-06-01.png,news
i_b06-110-01-02.png,jobs
i_d01-016-01-01.png,Synoptics
i_a03-043-07-04.png,rally
i_a05-116-02-04.png,muttered
i_a01-132x-05-04.png,""""
i_a06-051-01-06.png,.
i_b01-122-00-05.png,contact
i_c06-100-05-06.png,in
i_d06-082-03-04.png,Nevertheless
i_d06-030-02-05.png,wake
i_c03-021a-02-00.png,estranged
i_b04-107-04-06.png,became
i_a05-080-01-05.png,from
i_d01-085-02-02.png,the
i_a06-147-01-08.png,.
i_c06-091-00-08.png,the
i_b06-110-05-04.png,were
i_d06-100-06-03.png,of
i_a05-000-04-04.png,of
i_b04-116-00-03.png,British
i_b06-045-04-00.png,movement
i_e01-059-02-11.png,a
i_a01-132u-06-01.png,economic
i_d06-100-07-01.png,timetable
i_e04-015-05-03.png,from
i_b05-067-03-03.png,that
i_c04-017-06-00.png,Hollywood
i_a03-011-02-07.png,","
i_b01-089-01-04.png,out
i_d05-025-07-08.png,most
i_b04-081-00-04.png,Russell's
i_c03-007a-04-04.png,rubbish
i_a01-063-03-03.png,with
i_e04-011-00-03.png,.
i_b06-079-01-04.png,movement
i_e02-000-02-06.png,varieties
i_e04-022-03-05.png,be
i_a03-011-03-08.png,between
i_a01-128u-08-05.png,cost
i_b05-045-02-07.png,qualified
i_d06-003-04-06.png,they
i_c04-116-03-08.png,David
i_a01-087-04-03.png,ended
i_c03-000d-05-07.png,advantages
i_b03-092-04-00.png,it
i_b01-057-01-00.png,for
i_c02-059-08-06.png,face
i_d01-118-04-01.png,","
i_a06-044-02-07.png,generations
i_a02-027-07-04.png,resumed
i_d04-086-04-01.png,(
i_b06-004-07-02.png,bigger
i_c03-000b-03-02.png,Richardson
i_b04-034-01-10.png,all
i_c03-021b-07-01.png,to
i_a01-026-00-07.png,","
i_a01-102u-03-12.png,We
i_c03-094c-07-03.png,in
i_c03-003e-01-01.png,throughout
i_a01-007-07-03.png,face
i_b03-104-03-03.png,a
i_b01-132-00-00.png,The
i_a06-134-03-00.png,treaty
i_a02-106-00-01.png,Freddie
i_a02-012-05-01.png,.
i_a06-134-03-04.png,no
i_e06-006-03-05.png,in
i_c04-105-04-01.png,such
i_a03-034-00-03.png,Cabinet
i_b01-079-04-09.png,a
i_d01-056-03-07.png,","
i_d06-100-01-00.png,in
i_d01-049-01-04.png,in
i_b04-169-02-07.png,it
i_a03-014-04-05.png,Laos
i_b06-097-04-08.png,descents
i_c04-139-02-02.png,the
i_c03-003c-07-00.png,Joshua
i_a06-110-01-04.png,had
i_e06-000-04-02.png,must
i_b04-147-04-06.png,their
i_c03-016c-02-03.png,a
i_c03-003e-02-07.png,visual
i_a06-014-07-00.png,FRANK
i_c06-027-03-02.png,I
i_a05-029-07-06.png,Sir
i_b01-073-01-03.png,denounce
i_e04-000-03-06.png,of
i_c02-056-08-06.png,War
i_a06-075-06-07.png,out
i_c06-106-03-00.png,mission
i_b01-038-02-05.png,further
i_b01-094-01-02.png,go
i_c04-098-05-04.png,""""
i_a06-095-07-00.png,impetus
i_a01-043u-03-01.png,Housing
i_b06-110-03-00.png,offered
i_b04-128-04-05.png,likely
i_a02-027-07-00.png,in
i_a01-020x-05-05.png,African
i_a04-010-03-00.png,have
i_c03-007f-08-02.png,of
i_a04-103-04-03.png,opinion
i_a01-091u-08-03.png,beyond
i_c06-128-04-03.png,cot
i_a05-009-02-06.png,and
i_e06-053-04-07.png,.
i_a02-042-05-01.png,and
i_a01-117-03-01.png,had
i_e01-014-00-03.png,the
i_a01-058u-08-02.png,the
i_a01-043u-02-04.png,a
i_d04-012-00-00.png,The
i_b01-118-04-06.png,the
i_c03-084c-00-05.png,quietly
i_d06-037-07-01.png,","
i_e04-119-01-09.png,the
i_e06-046-02-07.png,of
i_b02-102-01-01.png,weighing
i_a01-117u-09-01.png,against
i_a03-034-07-04.png,uncertain
i_b01-073-06-02.png,natural
i_a05-113-04-06.png,.
i_c03-096f-04-00.png,ineffectuality
i_c04-004-00-11.png,in
i_c03-094e-08-05.png,case
i_c03-096e-03-01.png,author
i_c04-116-02-01.png,","
i_a04-010-05-01.png,last
i_d07-085-00-05.png,that
i_c04-050-01-07.png,a
i_b05-050-02-01.png,and
i_d04-053-04-02.png,the
i_a02-093-01-02.png,the
i_b01-079-01-01.png,and
i_e02-082-07-00.png,would
i_a05-022-03-05.png,overseas
i_b02-035-04-01.png,Government's
i_b06-075-03-03.png,established
i_e07-000-05-00.png,the
i_c03-007a-07-03.png,the
i_a06-044-03-05.png,service
i_b03-092-05-05.png,the
i_c04-160-00-01.png,play
i_d06-041-01-07.png,can
i_e04-000-00-01.png,is
i_b06-097-02-01.png,six
i_a04-023-02-08.png,met
i_b04-047-03-10.png,#
i_b04-181-02-09.png,buying
i_a06-036-01-01.png,","
i_e04-083-00-02.png,of
i_c03-096a-07-03.png,the
i_a06-051-02-01.png,appeared
i_b04-134-03-01.png,crusade
i_a01-020u-04-01.png,.
i_a06-044-01-08.png,disastrous
i_b03-087-00-11.png,before
i_b01-033-00-01.png,the
i_a01-043-07-06.png,see
i_c03-081e-01-06.png,speak
i_e04-086-03-08.png,wood
i_b06-064-06-04.png,trick
i_d06-086-07-07.png,sit
i_d07-093-08-06.png,.
i_c03-096d-00-06.png,","
i_a03-054-06-05.png,Gov-
i_d01-118-00-04.png,codex
i_d04-111-07-03.png,gives
i_a01-026u-08-05.png,the
i_a04-099-04-01.png,:
i_a03-066-00-05.png,be
i_c06-011-00-06.png,who
i_c04-028-00-04.png,doctor
i_b06-036-07-05.png,.
i_c03-000e-01-02.png,Taste
i_d01-123-02-03.png,Gospel
i_d04-005-03-01.png,had
i_c04-098-05-06.png,like
i_c03-096c-02-06.png,author
i_b06-110-02-02.png,it
i_d01-019-04-09.png,the
i_a05-029-03-03.png,Mr.
i_b01-094-04-01.png,UN
i_e04-124-02-01.png,vertical
i_a01-038x-04-04.png,to
i_e07-072-01-04.png,the
i_a05-099-02-11.png,)
i_b04-181-00-06.png,Danes
i_d01-085-02-01.png,of
i_b05-067-02-09.png,unit
i_c03-094a-00-03.png,(
i_d04-096-06-00.png,facts
i_a06-051-07-05.png,","
i_d06-041-03-00.png,body
i_e01-029-04-01.png,the
i_e04-099-04-08.png,the
i_c04-056-01-02.png,in
i_a04-066-00-02.png,added
i_e02-025-09-02.png,to
i_a03-043-01-00.png,Diefenbaker
i_a02-027-01-05.png,of
i_d06-063-07-02.png,weeks
i_d01-024-06-04.png,impressive
i_a01-000x-01-02.png,Labour
i_a04-027-05-10.png,situation
i_d04-081-02-07.png,""""
i_d04-047-04-02.png,Tanis
i_a02-004-05-00.png,France
i_b05-083-01-07.png,such
i_a01-014x-00-05.png,is
i_d07-100-07-04.png,verse
i_c02-082-09-07.png,","
i_a06-004-06-04.png,those
i_c02-007-06-06.png,colours
i_b05-017-01-10.png,on
i_b06-064-05-03.png,beginning
i_d01-019-05-04.png,by
i_c02-030-03-07.png,people
i_c03-007b-03-06.png,monuments
i_a02-000-02-07.png,President
i_e04-019-02-05.png,taken
i_c03-016e-00-05.png,the
i_b06-049-04-05.png,and
i_c04-066-01-08.png,.
i_e06-041-09-02.png,inwards
i_e07-066-08-00.png,this
i_d04-053-06-06.png,""""
i_a01-053u-05-05.png,He
i_e02-074-01-08.png,and
i_e04-095-04-02.png,on
i_a05-073-07-04.png,a
i_d01-056-08-04.png,matter
i_b06-100-04-04.png,starting
i_a06-039-02-05.png,said
i_a06-025-07-05.png,the
i_b04-195-05-03.png,-
i_c03-094f-08-07.png,Mr.
i_e01-032-04-01.png,on
i_a05-084-00-02.png,now
i_b06-071-01-05.png,founded
i_d04-096-03-11.png,have
i_e06-021-01-06.png,may
i_b01-127-04-06.png,to
i_b01-027-01-07.png,.
i_b03-104-02-00.png,the
i_a02-120-10-04.png,""""
i_b01-049-03-06.png,pounds
i_a03-011-00-01.png,he
i_b05-088-03-08.png,I
i_a04-069-00-05.png,Gaitskell
i_b03-025-03-08.png,has
i_c02-059-09-08.png,well
i_c03-087b-01-02.png,its
i_e04-124-02-05.png,in
i_d01-098-00-03.png,this
i_a03-017-08-00.png,pro-western
i_a05-113-01-05.png,Research
i_c06-031-06-03.png,of
i_a02-024-03-11.png,af-
i_b01-014-00-01.png,holds
i_c02-059-05-06.png,was
i_a04-054-04-08.png,on
i_b04-000-02-05.png,-
i_b05-071-02-06.png,used
i_c03-084f-02-00.png,formal
i_e01-102-08-08.png,smallest
i_a06-157-03-03.png,and
i_b05-088-01-04.png,","
i_c03-084a-05-05.png,Paul
i_a01-072u-04-01.png,of
i_d01-049-03-02.png,enlargement
i_c03-087b-01-00.png,treatments
i_b06-100-08-03.png,The
i_e06-033-08-06.png,ages
i_b05-074-09-06.png,our
i_e02-074-09-04.png,of
i_a05-025-07-04.png,an
i_a01-011u-07-03.png,Rhodesia
i_d04-117-03-08.png,were
i_a01-058x-00-02.png,is
i_c06-083-02-02.png,Hudson
i_a01-082u-09-01.png,personality
i_d07-093-02-03.png,same
i_c03-096a-00-01.png,Mr.
i_a06-152-03-03.png,REFUGEES
i_e02-086-02-00.png,most
i_c06-138-08-03.png,emotionalism
i_a01-113-05-08.png,Mr.
i_e04-052-06-06.png,","
i_e01-055-02-00.png,complete
i_a02-106-03-05.png,Monday
i_d01-098-00-06.png,attached
i_c01-066-08-01.png,in
i_b06-082-02-03.png,nuclear
i_e02-082-07-04.png,machine
i_a04-019-04-07.png,of
i_a03-066-03-02.png,really
i_e01-062-00-04.png,crochet
i_d03-112-00-00.png,Close
i_b05-062-02-05.png,hands
i_c03-094a-02-03.png,","
i_e04-000-06-07.png,work
i_a01-043-07-07.png,there
i_b01-118-01-09.png,of
i_b05-098-05-08.png,I
i_b06-008-08-05.png,Europe
i_b05-058-00-11.png,next
i_a01-026-08-00.png,to
i_a06-124-01-01.png,to
i_c02-000-01-05.png,International
i_d06-020-08-03.png,the
i_a01-043x-02-09.png,.
i_d04-053-02-07.png,be
i_b04-047-03-11.png,century
i_c04-116-02-09.png,Alley
i_a01-014u-03-03.png,""""
i_e07-066-06-06.png,thrived
i_e04-099-03-00.png,lengths
i_b06-100-01-02.png,few
i_d04-086-02-08.png,""""
i_e04-119-03-09.png,the
i_d06-091-00-04.png,who
i_a04-047-01-05.png,","
i_c03-084b-03-04.png,play
